Pango lineage,,,,,,,,,,,,,,,,,,,
taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note,pango_lineage_unaliased,sample,method,depth
Consensus_UT-UPHL-250418392879_bbnorm_300_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,300
Consensus_UT-UPHL-250418392879_bbnorm_30_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 2; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,30
Consensus_UT-UPHL-250418392879_bbnorm_400_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,400
Consensus_UT-UPHL-250418392879_bbnorm_5000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.85,0.03,scorpio call: Alt alleles 53; Ref alleles 2; Amb alleles 3; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,5000
Consensus_UT-UPHL-250418392879_bbnorm_500_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,500
Consensus_UT-UPHL-250418392879_bbnorm_50_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.9,0.03,scorpio call: Alt alleles 56; Ref alleles 2; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,50
Consensus_UT-UPHL-250418392879_raw_all_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,raw,all
Consensus_UT-UPHL-250418392879_seqkit_10000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,10000
Consensus_UT-UPHL-250418392879_seqkit_1000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.85,0.03,scorpio call: Alt alleles 53; Ref alleles 2; Amb alleles 3; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,1000
Consensus_UT-UPHL-250418392879_seqkit_100_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.79,0.03,scorpio call: Alt alleles 49; Ref alleles 2; Amb alleles 8; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.18,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,100
Consensus_UT-UPHL-250418392879_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.69,,Unassigned,UT-UPHL-250418392879,seqkit,10
Consensus_UT-UPHL-250418392879_seqkit_200_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.82,0.03,scorpio call: Alt alleles 51; Ref alleles 2; Amb alleles 6; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.15,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,200
Consensus_UT-UPHL-250418392879_seqkit_300_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.82,0.03,scorpio call: Alt alleles 51; Ref alleles 2; Amb alleles 5; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,300
Consensus_UT-UPHL-250418392879_seqkit_30_threshold_0.6_quality_20,Unassigned,,,Probable Omicron (Unassigned),0.56,0,scorpio call: Alt alleles 18; Ref alleles 0; Amb alleles 13; Oth alleles 1,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.35,,Unassigned,UT-UPHL-250418392879,seqkit,30
Consensus_UT-UPHL-250418392879_seqkit_400_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 2; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,400
Consensus_UT-UPHL-250418392879_seqkit_5000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,5000
Consensus_UT-UPHL-250418392879_seqkit_500_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,500
Consensus_UT-UPHL-250418392879_seqkit_50_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.76,0.03,scorpio call: Alt alleles 47; Ref alleles 2; Amb alleles 10; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.26,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,seqkit,50
Consensus_UT-UPHL-250418404202_bbnorm_10000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,10000
Consensus_UT-UPHL-250418404202_bbnorm_1000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,1000
Consensus_UT-UPHL-250418404202_bbnorm_100_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,100
Consensus_UT-UPHL-250418404202_bbnorm_10_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,10
Consensus_UT-UPHL-250418404202_bbnorm_200_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,200
Consensus_UT-UPHL-250418404202_bbnorm_300_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,300
Consensus_UT-UPHL-250418404202_bbnorm_30_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,30
Consensus_UT-UPHL-250418404202_bbnorm_400_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,400
Consensus_UT-UPHL-250418404202_bbnorm_5000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,5000
Consensus_UT-UPHL-250418404202_bbnorm_500_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,500
Consensus_UT-UPHL-250418404202_bbnorm_50_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,bbnorm,50
Consensus_UT-UPHL-250418404202_raw_all_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,raw,all
Consensus_UT-UPHL-250418404202_seqkit_10000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,10000
Consensus_UT-UPHL-250418404202_seqkit_1000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,1000
Consensus_UT-UPHL-250418404202_seqkit_100_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 6; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.09,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,100
Consensus_UT-UPHL-250418404202_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.7,,Unassigned,UT-UPHL-250418404202,seqkit,10
Consensus_UT-UPHL-250418404202_seqkit_200_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,200
Consensus_UT-UPHL-250418404202_seqkit_300_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,300
Consensus_UT-UPHL-250418404202_seqkit_30_threshold_0.6_quality_20,LP.8.1,0,,Probable Omicron (Unassigned),0.5,0,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 14; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.27,Usher placements: LP.8.1(2/2); scorpio found insufficient support to assign a specific lineage,B.1.1.529.2.86.1.1.11.1.1.1.3.8.1,UT-UPHL-250418404202,seqkit,30
Consensus_UT-UPHL-250418404202_seqkit_400_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,400
Consensus_UT-UPHL-250418404202_seqkit_5000_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,5000
Consensus_UT-UPHL-250418404202_seqkit_500_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,500
Consensus_UT-UPHL-250418404202_seqkit_50_threshold_0.6_quality_20,NY.13,0,,Omicron (BA.2-like),0.79,0.02,scorpio call: Alt alleles 49; Ref alleles 1; Amb alleles 7; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.16,Usher placements: NY.13(1/1),B.1.1.529.2.86.1.1.11.1.1.1.3.8.1.1.13,UT-UPHL-250418404202,seqkit,50
Consensus_UT-UPHL-250418404396_bbnorm_10000_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 1; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,10000
Consensus_UT-UPHL-250418404396_bbnorm_1000_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 1; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,1000
Consensus_UT-UPHL-250418404396_bbnorm_100_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,100
Consensus_UT-UPHL-250418404396_bbnorm_10_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.81,0.02,scorpio call: Alt alleles 50; Ref alleles 1; Amb alleles 7; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,10
Consensus_UT-UPHL-250418404396_bbnorm_200_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,200
Consensus_UT-UPHL-250418404396_bbnorm_300_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,300
Consensus_UT-UPHL-250418404396_bbnorm_30_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,30
Consensus_UT-UPHL-250418404396_bbnorm_400_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,400
Consensus_UT-UPHL-250418404396_bbnorm_5000_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 1; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,5000
Consensus_UT-UPHL-250418404396_bbnorm_500_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,500
Consensus_UT-UPHL-250418404396_bbnorm_50_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,bbnorm,50
Consensus_UT-UPHL-250418404396_raw_all_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,raw,all
Consensus_UT-UPHL-250418404396_seqkit_10000_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,10000
Consensus_UT-UPHL-250418404396_seqkit_1000_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,1000
Consensus_UT-UPHL-250418404396_seqkit_100_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.04,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,100
Consensus_UT-UPHL-250418404396_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.68,,Unassigned,UT-UPHL-250418404396,seqkit,10
Consensus_UT-UPHL-250418404396_seqkit_200_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,200
Consensus_UT-UPHL-250418404396_seqkit_300_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,300
Consensus_UT-UPHL-250418404396_seqkit_30_threshold_0.6_quality_20,XEC.2.2,0,,Omicron (BA.2-like),0.71,0.02,scorpio call: Alt alleles 44; Ref alleles 1; Amb alleles 15; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.24,Usher placements: XEC.2.2(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC.2.2,XEC.2.2,UT-UPHL-250418404396,seqkit,30
